name,about,link,investor,exit
HelloSign,HelloSign makes it simple for businesses to offer fast- secure- and legally binding eSignatures to their customers through a user-friendly web application and a developer-focused API.,https://www.hellosign.com,<a href='/team/tyson-clark'>Tyson Clark</a>,* Acquired by Dropbox- 2019
Highfive,Highfive is reimagining the way people communicate at work.,https://highfive.com,<a href='/team/joe-kraus'>Joe Kraus</a><a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
HOVER,HOVER transforms smartphone photos of any home to a fully measured- customizable 3D model.,https://www.hover.to,<a href='/team/tyson-clark'>Tyson Clark</a>,No Exit Yet
HubSpot,HubSpot offers an all-in-one marketing software platform for small and medium sized businesses. Thousands of companies in dozens of countries use HubSpot software to increase the number of visitors to their websites and convert more of those visitors to leads and customers.,https://www.hubspot.com,<a href='/team/rich-miner'>Rich Miner</a>,* NYSE: HUBS
Hustle,Hustle is a peer to peer texting platform that enables personal conversations at scale.,https://www.hustle.com,,No Exit Yet
Incorta,Incorta aggregates large- complex business data in real-time- eliminating the need to reshape your data into analytical formats.,https://incorta.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Intercom,Intercom makes customer messaging apps for sales- marketing- and support- connected on one platform.,https://intercom.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,No Exit Yet
Ionic Security,Ionic Security takes a comprehensive approach to securing data in todays borderless enterprise.,https://www.ionicsecurity.com,<a href='/team/blake-byers'>Blake Byers</a><a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
KeepTruckin,KeepTruckin provides next-generation technology for the trucking industry through a fleet management app for iOS and Android.,https://keeptruckin.com,<a href='/team/joe-kraus'>Joe Kraus</a>,No Exit Yet
Kensho,Kensho provides market research intelligence software to financial professionals.,https://kensho.com,<a href='/team/blake-byers'>Blake Byers</a>,* Acquired by S&P Global- 2018
Kobalt,Kobalt is a leading independent music publishing and global music rights management services company.,https://www.kobaltmusic.com,,No Exit Yet
Lattice,Lattice unlocks the value of unstructured data- creating structured data with human-caliber quality at machine-caliber scale.,https://www.lattice.io,<a href='/team/dave-munichiello'>Dave Munichiello</a>,* Acquired in 2017
LaunchKit,LaunchKit is a suite of tools that makes it easier to build- launch- and manage mobile apps.,https://www.launchkit.io,<a href='/team/mg-siegler'>M.G. Siegler</a>,* Acquired by Google- 2016
LedgerX,LedgerX has applied for registration as a swap execution facility and a derivatives clearing organization and intends to list option contracts for digital currency- such as Bitcoin.,https://ledgerx.com,<a href='/team/blake-byers'>Blake Byers</a><a href='/team/erik-nordlander'>Erik Nordlander</a>,No Exit Yet
Lightmatter,Lightmatter combines electronics- photonics- and new algorithms to create a next-generation computing platform purpose-built for artificial intelligence.,https://lightmatter.co,<a href='/team/tyson-clark'>Tyson Clark</a>,No Exit Yet
Loom,Loom is your entire photo and video library- unified in one place- accessible from any device.,https://loom.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,* Acquired by Dropbox- 2014
LotusFlare,LotusFlare makes mobile Internet affordable and available through access technology and partnerships with operators and mobile apps.,https://www.lotusflare.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,No Exit Yet
Luminate,Luminate makes online images interactive. With its first-of-a-kind platform for image apps- Luminate transforms static images into a canvas for shopping- sharing and exploring.,No Link,<a href='/team/david-krane'>David Krane</a>,* Acquired by Yahoo- 2014
Luminate Wireless,Luminate Wireless is building the next generation mobile network in the cloud- leveraging the best of web-scale computing and cloud-enabled networking to simplify mobile network access and services delivery for enterprise customers.,https://www.luminatewireless.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
mabl,mabl is the leading SaaS provider for ML-based test automation. Enabling continuous testing with a script-free test automation framework & cutting-edge cloud services.,https://mabl.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Machinify,Machinify applies the latest advances in cognitive computing to analytics,https://machinify.com,<a href='/team/adam-ghobarah'>Adam Ghobarah</a>,No Exit Yet
Managed by Q,Managed by Q is building an operating system for offices by combining people- products- and technology to effectively run office operations.,https://managedbyq.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,* Acquired by WeWork- 2019
MemSQL,MemSQL is a real-time database for cloud and on-premises that delivers immediate insights across live and historical data.,https://memsql.com,<a href='/team/adam-ghobarah'>Adam Ghobarah</a>,No Exit Yet
Mist Systems,Mist built the first intelligent wireless network products that leverage machine learning. Using Mist- enterprises can provide consistent and reliable Wi-Fi- and IT can proactively manage the network at any scale.,https://www.mist.com,<a href='/team/karim-faris'>Karim Faris</a>,* Acquired by Juniper Networks- 2019
Mitro,Mitro is a password manager for teams and businesses that securely saves all your logins and lets you share them in your web browser. (Mitro was acquired by Twitter in July 2014.),https://www.mitro.co,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by Twitter- 2014
Mode,Mode is the first Cloud Private Network with MPLS reliability and business-internet pricing for SD-WAN and Unified Communications providers.,https://www.mode.net,<a href='/team/dave-munichiello'>Dave Munichiello</a>,No Exit Yet
mParticle,mParticle is a mobile technology company building the first mobile data platform designed to put app owners in full control of their data.,https://www.mparticle.com,<a href='/team/tyson-clark'>Tyson Clark</a>,No Exit Yet
Namo Media,Namo Media is working on native mobile advertising that users will love.,https://www.namomedia.com,<a href='/team/blake-byers'>Blake Byers</a>,* Acquired by Twitter- 2014
Nimble,Nimble is a web-based social CRM that leverages the power of traditional CRMs and social media. With Nimble- users can manage contacts- calendars- email- and social conversations from the same dashboard used to track sales deals.,https://www.nimble.com,<a href='/team/tyson-clark'>Tyson Clark</a>,No Exit Yet
Obsidian Security,Obsidian delivers intelligent identity protection to organizations as they scale their SaaS and hybrid cloud environments.,https://obsidiansecurity.com,<a href='/team/tyson-clark'>Tyson Clark</a>,No Exit Yet
OnDeck,OnDeck is using technology to make the borrowing process simple- fast- and transparent for small-business owners nationwide.,https://www.ondeck.com,<a href='/team/karim-faris'>Karim Faris</a>,* NYSE: ONDK
Openbay,Openbay is changing the way people get their cars repaired by connecting vehicle owners with trusted repair professionals online.,https://www.openbay.com,,No Exit Yet
Optimizely,Optimizely is the fastest-growing website optimization platform in the world. Optimizely enables marketers to make better data-driven decisions through A/B and multivariate testing.,https://www.optimizely.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Panorama Education,Panorama Education is a data analytics company that helps schools improve by acting on feedback from students- parents- teachers- and staff.,https://www.panoramaed.com,,No Exit Yet
Parse,Parse provides cloud services for mobile developers. By providing the server-side functionality developers need for rich- Internet enabled applications- Parse makes it simple to add a backend to iOS or Android apps.,https://www.parse.com,,* Acquired by Facebook- 2013
PayRange,PayRange is a simple mobile payment solution for machines of all types- including vending machines- parking meters- transit kiosks- laundromats- and more.,https://www.payrange.com,<a href='/team/david-krane'>David Krane</a>,No Exit Yet
Percolata,Percolata helps retailers understand brick-and-mortar store traffic to improve operations.,https://www.percolata.com,,No Exit Yet
Periscope Data,Periscope simplifies data analysis- vizualization- and sharing by plugging directly into existing databases.,https://www.periscopedata.com,<a href='/team/tyson-clark'>Tyson Clark</a>,* Acquired by SiSense- 2019
Pindrop,Pindrop provides enterprise solutions to secure phone and voice communications. Pindrop solutions reduce fraud losses and authentication expense for some of the largest call centers in the world.,https://www.pindrop.com,<a href='/team/tyson-clark'>Tyson Clark</a>,No Exit Yet
Plaid,Plaid is the modern API for banking data that allows developers to programmatically interact with banks and credit cards.,https://plaid.io,<a href='/team/dave-munichiello'>Dave Munichiello</a>,No Exit Yet
PlanGrid,PlanGrid brings beautiful- intuitive software solutions to the construction industry.,https://www.plangrid.com,,* Acquired by Autodesk- 2018
Plexxi,Plexxi is a pioneer of next-generation networking products and solutions for scale-out data center and cloud environments.,https://plexxi.com,<a href='/team/tyson-clark'>Tyson Clark</a>,* Acquired by HPE- 2018
Podium,Podium helps businesses take control of customer interactions by powering more online reviews- managing local listings- and effectively capturing customer sentiment.,https://podium.com,<a href='/team/tyson-clark'>Tyson Clark</a>,No Exit Yet
Puppet Labs,Puppet Labs gives systems administrators the operational agility- efficiency- and insight they need to manage dynamic infrastructure- on-premise or in the cloud.,https://www.puppetlabs.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Quettra,Quettra is a mobile advertising platform that uses an understanding of mobile users to help marketers reach the right audience at the right time on their phones.,https://www.quettra.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,* Acquired by SimilarWeb- 2015
Reaction Commerce,Reaction Commerce is the most popular open source- real-time platform that combines the flexibility developers and designers want with the stability and support businesses need.,https://reactioncommerce.com,<a href='/team/dave-munichiello'>Dave Munichiello</a>,No Exit Yet
Recorded Future,Recorded Future arms organizations with real-time threat intelligence- allowing them to proactively defend against cyber attacks. With billions of indexed facts from the open Web- and more added every day- the company gives unmatched insight into emerging threats.,https://www.recordedfuture.com,<a href='/team/rich-miner'>Rich Miner</a>,No Exit Yet
Republic Project,Republic Project is a cloud-based ad platform that enables agencies and brands to improve brand engagement and purchasing behavior.,https://www.republicproject.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,* Acquired by Digital Generation- 2013
Rocket Lawyer,Rocket Lawyer is the only complete legal service on the Internet- providing over a million businesses and individuals a simple and affordable way to manage their legal needs.,https://www.rocketlawyer.com,,No Exit Yet
Rocketrip,Rocketrip motivates employees to spend less on business travel.,https://www.rocketrip.com,<a href='/team/erik-nordlander'>Erik Nordlander</a><a href='/team/brian-bendett'>Brian Bendett</a>,No Exit Yet
Scalus,Scalus offers an all-in-one solution for workflow- process automation- and communication.,https://www.scalus.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Scalyr,Scalyr replaces server monitoring tools with an integrated platform that aggregates log data and metrics from multiple sources- making it easier to detect and resolve incidents quickly.,https://www.scalyr.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
ScoutRFP,Scout RFP makes the enterprise buying process painless for both buyers and suppliers with an intuitively designed cloud-based platform.,https://www.scoutrfp.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,No Exit Yet
Security&#8203;Scorecard,SecurityScorecard provides the most accurate rating of security risk for any organization worldwide.,https://www.securityscorecard.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Sense,Make happy talent your competitive advantage. Personalize- automate- and optimize each step of the candidate journey.,https://sensehq.com,,No Exit Yet
Shape Security,Shape Security is developing a new class of web security products to dramatically alter the economics of web hacking.,https://www.shapesecurity.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Signpost,Signpost is cloud-based CRM software that gives local businesses the power to effortlessly build and manage customer relationships.,https://www.signpost.com,,No Exit Yet
Silver Spring Networks,Silver Spring Networks is a leading smart grid solutions provider. Its hardware- software- and services help utilities reduce carbon emissions and empower their customers with new ways to monitor and manage their energy consumption.,https://www.silverspringnetworks.com,,* NYSE: SSNI
Skyport Systems,Skyport Systems offers a new approach to enterprise security by providing simple and effective secure-computing infrastructure for enterprise applications.,https://skyportsystems.net,<a href='/team/dave-munichiello'>Dave Munichiello</a>,* Acquired by Cisco- 2018
Snyk,Snyk is a network security company that helps developers use open source code and stay secure.,https://snyk.io,<a href='/team/tom-hulme'>Tom Hulme</a>,No Exit Yet
SweetLabs,SweetLabs makes Pokki- an application platform that brings media-rich HTML5 web apps to the desktop- and the OpenCandy Software Network- which offers software recommendations through the download and installation process.,https://www.sweetlabs.com,<a href='/team/joe-kraus'>Joe Kraus</a><a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Synack,Synack is redefining the traditional model of security testing with technology that allows customers to safely engage a global- on-demand community of trusted security researchers. Synacks scalable platform enables rapid and efficient vulnerability discovery.,https://synack.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Tala,Tala creates financial products for customers in emerging markets- using data to build a new kind of credit score.,https://tala.co,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Tamr,Tamr is a data connection platform that dramatically reduces the time and effort required to connect and enrich data sources allowing data scientists- analysts- and managers to focus on data-driven innovation.,https://www.tamr.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Teem,Teem provides employee meeting tools and activity-driven insights- including conference room displays- streamlined visitor management- and detailed workplace analytics that drive better decisions on space and facilities utilization.,https://teem.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,* Acquired by WeWork- 2018
tenXer,tenXer is a personal productivity service designed to revolutionize human capital management by combining performance data with social and game-like motivation systems. tenXer makes work better and your work better.,https://www.tenxer.com,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by Twitter- 2015
ThinkNear,ThinkNear helps local merchants increase profitability with a yield management solution. The product requires no hardware- takes under 5 minutes to set-up- and runs in the background- continuously getting smarter about which discounts and channels to use to keep merchants as busy as possible at all times.,https://www.thinknear.com,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by Telenav- 2012
Toast,Toast is an all-in-one restaurant management system.,https://pos.toasttab.com,<a href='/team/rich-miner'>Rich Miner</a>,No Exit Yet
Tracelytics,Tracelytics provides next-generation application performance management (APM) software as a service. Tracelytics' solution offers customers insight into the performance of their web applications- revealing what's going wrong and what could be done better.,https://www.tracelytics.com,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by AppNeta- 2012
TrueLens,TrueLens develops solutions for marketers to better target customers by interests and intent using social media data.,https://www.truelens.com,,No Exit Yet
UJET,UJET brings joy to customer support by helping companies resolve problems faster.,https://www.ujet.co,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Unbabel,Unbabel is a human corrected machine translation service to help businesses communicate with customers globally.,https://www.unbabel.com,,No Exit Yet
Upbound,Upbound is a cloud-native computing company enabling organizations to run- scale- and optimize their services across multiple public and private cloud environments.,https://www.upbound.io,<a href='/team/dave-munichiello'>Dave Munichiello</a>,No Exit Yet
URX,URX creates product ads for mobile apps- enabling advertisers to link directly to product pages in their mobile apps.,https://urx.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,* Acquired by Pinterest- 2016
Veem,Veem is a next-generation platform that enables business-to-business payments in local currency.,https://veem.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
VigLink,VigLink is a tool for publishers of all sizes to make monetization of their outbound links effortless- transparent- and honest.,https://www.viglink.com,<a href='/team/tyson-clark'>Tyson Clark</a>,* Acquired by Sovrn- 2018
Voicea,Voicea leverages A.I. technology to harness the power of voice in the workplace.,https://www.voicea.com,<a href='/team/adam-ghobarah'>Adam Ghobarah</a>,No Exit Yet
Wearable Intelligence,Wearable Intelligence is helping service workers go hands-free by providing enterprise solutions for wearable technology- including Google Glass.,https://wearableintelligence.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Weaveworks,Weaveworks is the software company that develops Weave- the most productive way for developers to connect- observe- and control Docker containers.,https://www.weave.works,<a href='/team/tom-hulme'>Tom Hulme</a>,No Exit Yet
Yellowbrick Data,Yellowbrick Data brings simplicity back to analytics and data warehousing with its platform for hybrid cloud environments.,https://yellowbrickdata.com,<a href='/team/dave-munichiello'>Dave Munichiello</a>,No Exit Yet
Yesware,Yesware helps salespeople close more deals faster. The company provides services in Gmail- on mobile phones- and beyond to improve sales efficiency and effectiveness.,https://www.yesware.com,<a href='/team/tyson-clark'>Tyson Clark</a>,No Exit Yet
Yieldify,Yieldify specializes in customer conversion- helping digital marketers predict- adapt to- and measure their visitors' email and on site behavior.,https://yieldify.com,,No Exit Yet
Yieldmo,Yieldmo is rethinking mobile advertising to optimize yield for publishers- ROI for marketers- and the experience for consumers.,https://www.yieldmo.com,,No Exit Yet
Zencoder,Zencoder offers high-performance video encoding as a service in the cloud. Zencoder is also the creator of VideoJS- the leading open-source HTML5 video player.,https://www.zencoder.com,<a href='/team/karim-faris'>Karim Faris</a>,* Acquired by Brightcove- 2012
Alector,Alector is a biotech company dedicated to the discovery and development of therapies for dementia and neurodegeneration.,https://alector.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Aledade,Aledade offers a new model of primary care that helps practices deliver better care at lower cost.,https://aledade.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
ARMO BioSciences,ARMO BioSciences is a clinical-stage company developing immunotherapies focused on multiple difficult-to-treat oncology indications.,https://www.armobio.com,<a href='/team/blake-byers'>Blake Byers</a>,* NASDAQ: ARMO- Acquired by Eli Lilly and Company- 2018
Arrakis,Arrakis Therapeutics is a biopharmaceutical company pioneering the discovery of small-molecule medicines that directly bind to and modify the biological function of RNA to treat disease.,https://arrakistx.com,<a href='/team/vineeta-agarwala'>Vineeta Agarwala</a><a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Arsanis,Arsanis is addressing critical infectious disease threats with targeted monoclonal antibody immunotherapies.,https://www.arsanis.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,* NASDAQ: ASNS
Aspire Health,Aspire Health provides an extra layer of support to patients facing a serious illness.,https://www.aspirehealthcare.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a><a href='/team/ben-robbins'>Ben Robbins</a>,* Acquired by Anthem- 2018
Autolus,Autolus is a clinical-stage biopharmaceutical company developing next-generation programmed T cell therapies for the treatment of cancer.,https://autolus.com,<a href='/team/tom-hulme'>Tom Hulme</a>,* NASDAQ: AUTL
Beam Therapeutics,Beam Therapeutics is pioneering the use of CRISPR base editing to develop precision genetic medicines that treat disease- one letter at a time.,https://beamtx.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
BlackThorn Therapeutics,BlackThorn Therapeutics improves the lives of people with neurobehavioral disorders through the discovery and development of novel- targeted treatments.,https://blackthornrx.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Cambridge Epigenetix,Cambridge Epigenetix is a biosciences company that aims to be the world leading provider of high quality- easy to use epigenetic tools.,https://cambridge-epigenetix.com,<a href='/team/tom-hulme'>Tom Hulme</a>,No Exit Yet
Carrick Therapeutics,Carrick Therapeutics aims to change the way cancer is treated by targeting the molecular pathways that drive the most aggressive and resistant forms of cancer.,https://carricktherapeutics.com,<a href='/team/tom-hulme'>Tom Hulme</a>,No Exit Yet
Celsius Therapeutics,Celsius Therapeutics is translating single-cell genomic insights into precision therapeutics for autoimmune diseases and cancer.,https://celsiustx.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Clear Labs,Clear Labs analyzes food at the molecular level to help the worlds best food companies secure their supply chains and differentiate their brands.,https://clearlabs.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Clover Health,Clover Health is reinventing the health insurance model by integrating technology into every aspect of its members&rsquo; health care. The Clover data and analytics platform uses continuous- real-time monitoring to prevent hospital admissions- reduce avoidable spending- and identify and better manage chronic diseases.,https://www.cloverhealth.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Collective Health,Collective Health gives companies a smarter way to provide health care coverage through technology.,https://collectivehealth.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Compass Therapeutics,Compass Therapeutics is an antibody discovery and development company.,https://compasstherapeutics.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Decibel Therapeutics,Decibel Therapeutics is translating scientific advances in inner ear biology into novel therapies for people with hearing loss and tinnitus.,https://decibeltx.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Denali Therapeutics,Denali Therapeutics is dedicated to defeating neurodegenerative diseases through rigorous therapeutic discovery and development.,https://www.denalitherapeutics.com,<a href='/team/blake-byers'>Blake Byers</a>,* NASDAQ: DNLI
DNAnexus,DNAnexus is the leading provider of next generation cloud-based sequence data management- analysis- and visualization.,https://www.dnanexus.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Doctor On Demand,Doctor On Demand helps people find and talk to a licensed physician from computer- smartphone- or tablet.,https://www.doctorondemand.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Evelo Biosciences,Evelo Biosciences improves the lives of patients with serious diseases through the development of monoclonal microbials.,https://evelobio.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,* NASDAQ: EVLO
Evox Therapeutics,Evox Therapeutics is a privately held- Oxford-based biotechnology company focused on harnessing and engineering the natural delivery capabilities of extracellular vesicles- known as exosomes- to develop an entirely new class of therapeutics.,https://evoxtherapeutics.com,<a href='/team/tom-hulme'>Tom Hulme</a>,No Exit Yet
FitStar,FitStar is on a mission to inspire people to live healthier lives by creating a platform that powers innovative fitness apps.,https://www.fitstar.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,* Acquired by Fitbit- 2015
FLX Bio,FLX Bio is a biopharmaceutical company focused on the development of oral small-molecule drugs to activate the immune system against cancer.,https://www.flxbio.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
FogPharma,FogPharma is building a drug discovery platform to develop fundamentally new treatments for cancer and other life-threatening diseases.,https://fogpharma.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Forty Seven,Forty Seven is committed to the advancement of immuno-oncology through the engagement of new and complementary phagocytic pathways that enhance anti-tumor efficacy and selectivity.,https://www.fortyseveninc.com,<a href='/team/blake-byers'>Blake Byers</a>,* NASDAQ: FTSV
Freenome,Freenome is a health technology company focused on accurate- accessible- and non-invasive disease screenings to proactively treat cancer and other diseases at their most manageable stages.,https://www.freenome.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Genomics Medicine Ireland,Genomics Medicine Ireland is leading a large-scale research study across Ireland looking at the human genome to examine the relationship between genetics- health- and disease.,https://genomicsmedicineireland.ie,<a href='/team/tom-hulme'>Tom Hulme</a>,* Acquired by Wuxi Nextcode- 2018
Grail,Grails mission is to enable the early detection of cancer in asymptomatic individuals through a blood screen  with the goal of massively decreasing global cancer mortality by detection at a curable stage.,https://www.grailbio.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Gritstone Oncology,Gritstone Oncology develops personalized cancer immunotherapy to help patients with the most difficult-to-treat tumors.,https://gritstoneoncology.com,<a href='/team/anthony-philippakis'>Anthony Philippakis</a>,No Exit Yet
Ideaya Biosciences,Ideaya is focused on the discovery of breakthrough medicines for immuno-oncology therapies.,https://www.ideayabio.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
insitro,insitrowill integrate cutting-edge machine learning techniques with the ground-breaking innovations that have occurred in life sciences to help address key problems in the drug discovery and development process.,https://insitro.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
LifeMine Therapeutics,LifeMine scales the genomic discovery of powerful new drug modalities from eukaryotic microbes.,https://lifeminetx.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Locana,Locana is creating a new class of precision medicines to treat a range of human genetic diseases.,https://locanabio.com,<a href='/team/vineeta-agarwala'>Vineeta Agarwala</a>,No Exit Yet
Maze Therapeutics,Maze Therapeutics is focused on translating genetic insights into new medicines.,https://mazetx.com,<a href='/team/vineeta-agarwala'>Vineeta Agarwala</a><a href='/team/anthony-philippakis'>Anthony Philippakis</a>,No Exit Yet
Metabiota,Metabiota is the pioneer in comprehensive risk analytics that improve the worlds resilience to epidemics.,https://metabiota.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Obsidian Therapeutics,Obsidian Therapeutics aspires to extend adoptive immunotherapy to every patient with cancer.,https://obsidiantx.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Oration,Oration is working to positively impact societal health by making quality health care more accessible. Its first product- OrationRx- is a prescription management application that brings simplicity to shopping for and buying prescriptions.,https://www.oration.com,<a href='/team/blake-byers'>Blake Byers</a>,* Acquired by PokitDok- 2017
Oscar,Oscar is a new kind of health insurance company that uses technology to make insurance simple- intuitive- and human.,https://www.hioscar.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
OWKIN,OWKIN is applying machine learning and artificial intelligence to clinical research and clinical trials.,https://www.owkin.com,<a href='/team/adam-ghobarah'>Adam Ghobarah</a>,No Exit Yet
Oxford Sciences Innovation,Oxford Sciences Innovation is a fund that provides capital and business expertise to companies developed in Oxford University's mathematical- physical- life sciences- and medical sciences divisions.,https://www.oxfordsciencesinnovation.com,<a href='/team/tom-hulme'>Tom Hulme</a><a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
PatientPing,PatientPing connects health care providers across the country with real-time notifications when their patients receive care anywhere.,https://www.patientping.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Quartet,Quartet is a technology company improving the integration of behavioral and physical health care.,https://www.quartethealth.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Rani Therapeutics,Rani Therapeutics is developing a novel approach for the oral delivery of large drug molecules- including peptides- proteins- and antibodies.,https://www.ranitherapeutics.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Relay Therapeutics,Relay Therapeutics is expanding therapeutic possibilities for multiple diseases by building the first dedicated drug discovery pipeline centered on protein motion.,https://relaytx.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Rodin Therapeutics,Rodin Therapeutics develops novel therapeutics for neurological disorders by applying insights of epigenetics.,https://rodintherapeutics.com,<a href='/team/ben-robbins'>Ben Robbins</a>,No Exit Yet
Schrdinger,Schrdinger is a scientific leader in computational chemistry- providing software solutions and services for life sciences and materials research.,https://schrodinger.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Science 37,Science 37 is focused on making clinical trials better for patients and accelerating biomedical discovery.,https://www.science37.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Spero Therapeutics,Spero combats the increasing threat of multi-drug resistant bacterial infections in the hospital and community setting.,https://sperotherapeutics.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,* NASDAQ: SPRO
Spruce Health,Spruce Health makes personalized dermatology care accessible through a mobile app that allows users to make appointments- see their doctors- and view individualized care plans.,https://www.sprucehealth.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
SpyBiotech,SpyBiotech's research is currently focused on developing vaccines to combat two viral diseases with huge unmet medical need and significant commercial potential.,https://www.spybiotech.com,<a href='/team/tom-hulme'>Tom Hulme</a>,No Exit Yet
SQZ Biotech,SQZ Biotech is developing a new generation of cell therapies that harness the bodys natural immune system to combat disease.,https://sqzbiotech.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
TinyRx,TinyRx improves access to health care with same day- on demand prescription delivery.,https://www.tinyrx.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Transcriptic,Transcriptic is a biotech company developing next-generation lab automation and virtualization technology.,https://www.transcriptic.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Verana Health,Verana Health enables life science companies to make informed decisions using real-world data from the world's largest clinical specialty database,https://veranahealth.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Verve,Verve is focused on discovering and developing therapies that safely edit the genomes of adults to confer protection against coronary artery disease- the most common type of heart disease and the leading cause of death worldwide.,https://vervetx.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Viz.ai,Viz.ai is using artificial intelligence to automatically identify and triage suspected LVO strokes.,https://www.viz.ai,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Wingu,Wingu envisioned and is developing the first Research Intelligence solution designed to increase the operational efficiency of outsourced and distributed R&amp;D in the pharmaceutical industry.,https://www.wingu.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,* Acquired by PerkinElmer- 2014
